Brand Name,Shirt Name,Rating,Price,link,No. of ratings,Features,Colour,page
Scott International,Men's Solid Regular Fit T-Shirt,4.1 out of 5 stars,249,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A063104938KWUFT1LYJAE&url=%2FScott-Premium-Cotton-Round-T-Shirt%2Fdp%2FB06XHGGRB4%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-1-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_atf,28 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', 'Color Name: Black', '100% Cotton', 'Regular fit', 'Half sleeve', 'Machine wash', 'Made in India', 'Smooth and comfortable to wear', 'Elegant stitching and superior finish', 'Available in wide range of sizes']",,1
KAVIT HUB,Men's Regular Fit T-Shirt (Pack of 3),3.7 out of 5 stars,999,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07005822HR18YVPS8LH3&url=%2FKAVIT-%25E0%25A4%25AA%25E0%25A5%2581%25E0%25A4%25B0%25E0%25A5%2581%25E0%25A4%25B7%25E0%25A5%258B%25E0%25A4%2582-%25E0%25A4%25B0%25E0%25A5%2587%25E0%25A4%2597%25E0%25A5%2581%25E0%25A4%25B2%25E0%25A4%25B0-%25E0%25A4%259F%25E0%25A5%2580-%25E0%25A4%25B6%25E0%25A4%25B0%25E0%25A5%258D%25E0%25A4%259F-%25E0%25A4%2595%25E0%25A4%25BE%25E0%25A4%25B2%25E0%25A4%25BE%2Fdp%2FB07CW45GL1%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-2-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_atf,39 ratings,"['Care Instructions: DO NOT IRON ON PRINT', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",,1
Generic,Men's Regular Fit T-Shirt,3.4 out of 5 stars,498,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07987021260V8GQMPOX2&url=%2FMens-Regular-T-Shirt-Com42Lrg_Green-Blue_Large%2Fdp%2FB081893K39%2Fref%3Dsr_1_3_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-3-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_atf,18 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Sleeveless']",Greenish,1
KAVIT HUB,Men's Regular Fit T-Shirt (Pack of 3),3.8 out of 5 stars,999,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A07005262NX8SI8P8Z353&url=%2FKavit-Riders-Indian-Sleeve-X-Large%2Fdp%2FB07CW1MC7V%2Fref%3Dsr_1_4_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-4-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_atf,26 ratings,"['Care Instructions: DO NOT IRON ON PRINT', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Solid', 'Sleeve Type: Half Sleeve']",,1
AELOMART,Men's Regular Fit T-Shirt,3.9 out of 5 stars,449,https://www.amazon.in/AELO-Cotton-Shirt-Amt1020-Pn-Medium/dp/B07HJ8WKM1/ref=sr_1_5?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-5,1682 ratings,"['Care Instructions: Half Sleeves, Round neck', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Sleeve Type: Half Sleeve']",Olive,1
AMERICAN CREW,Men's Regular Fit Polos,4.1 out of 5 stars,599,https://www.amazon.in/AMERICAN-CREW-Charcoal-Melange-Stripes/dp/B07DPSC5BN/ref=sxin_5_ac_d_rm?ac_md=0-0-dC1zaGlydA%3D%3D-ac_d_rm&cv_ct_cx=t-shirt&dchild=1&keywords=t-shirt&pd_rd_i=B07DPSC5BN&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=Q4REO&pd_rd_wg=9lmwB&pf_rd_p=66a0eddc-0d01-4352-8c36-110e50afc8ce&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-1-fe323411-17bb-433b-b2f8-c44f2e1370d4,1021 ratings,"['Care Instructions: Machine wash cold, Tumble dry low, Wash Clothes Inside Out With Similar Color.', 'Fit Type: Regular Fit', 'Regular Fit Half Sleeve Polo is made of comfortable, Bio Washed cotton-poly pique fabric, a three-button placket, and ribbed cuffs for a classic look.', 'Fabric Composition - Cotton Poly Blend, Bio Wash Pique Fabric.', 'Pattern - Color Block Color Men’s Polo T-Shirt, Rib Collar &amp; Sleeve for Amazing Fit.', 'Classic ""American Crew"" Signature Polo with Logo Embroidery on Chest.', '“Made In India” by Socially Compliant MSME Factory. All Components Used to make this T-Shirt are Proudly ""Made in India"".']",Black & Charcoal Melange,1
Campus Sutra,Men's Regular Fit Casual Shirt,4.1 out of 5 stars,623,https://www.amazon.in/Campus-Sutra-Checkered-Regular-AZZ18SHRT_PNCHK7_M_PLN_BLMA_AZ_M/dp/B07CZDLXCP/ref=sxin_5_ac_d_rm?ac_md=1-1-c2hpcnQ%3D-ac_d_rm&cv_ct_cx=t-shirt&dchild=1&keywords=t-shirt&pd_rd_i=B07CZDLXCP&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=Q4REO&pd_rd_wg=9lmwB&pf_rd_p=66a0eddc-0d01-4352-8c36-110e50afc8ce&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-2-fe323411-17bb-433b-b2f8-c44f2e1370d4,1082 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', 'Brand: Campus Sutra', 'Pure Cotton Material, Comfort Fit &amp; Streachable Material', 'Outing wear', 'Stylished Shirts']",Black::Maroon,1
AMERICAN CREW,Men's Cotton T-Shirt (AC155-L_,4.0 out of 5 stars,599,https://www.amazon.in/AMERICAN-CREW-Collar-T-Shirt-Applique/dp/B01HMOLK6O/ref=sxin_5_ac_d_rm?ac_md=3-2-dHNoaXJ0IGZvciBtZW4gd2l0aCBjb2xsYXI%3D-ac_d_rm&cv_ct_cx=t-shirt&dchild=1&keywords=t-shirt&pd_rd_i=B01HMOLK6O&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=Q4REO&pd_rd_wg=9lmwB&pf_rd_p=66a0eddc-0d01-4352-8c36-110e50afc8ce&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-3-fe323411-17bb-433b-b2f8-c44f2e1370d4,635 ratings,"['Regular Fit Half Sleeve Polo is made of comfortable, Bio Washed cotton-poly pique fabric, a three-button placket, and ribbed cuffs for a classic look.', 'Fabric Composition - Cotton 60% Poly 40% Blend, Bio Wash Pique Fabric.', 'Pattern - Solid Color Men’s Polo T-Shirt, Rib Collar &amp; Sleeve for Amazing Fit.', 'Classic ""American Crew"" Signature Polo with Logo Embroidery on Chest.', '“Made In India” by Socially Compliant MSME Factory. All Components Used to make this T-Shirt are Proudly ""Made in India"".']",Yellow,1
WearIndia,Unisex Dancing Marshmello Melloween Grey Color Black Printed Cotton Hoodies with Kangaroo Pocket,4.0 out of 5 stars,799,https://www.amazon.in/WearIndia-Dancing-Marshmello-Melloween-Kangaroo/dp/B08263YH5M/ref=sxin_5_ac_d_rm?ac_md=4-3-amFja2V0-ac_d_rm&cv_ct_cx=t-shirt&dchild=1&keywords=t-shirt&pd_rd_i=B08263YH5M&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=Q4REO&pd_rd_wg=9lmwB&pf_rd_p=66a0eddc-0d01-4352-8c36-110e50afc8ce&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-4-fe323411-17bb-433b-b2f8-c44f2e1370d4,94 ratings,"['Care Instructions: Wash in cold water', 'Fit Type: Regular Fit', 'Fit Type: Regular Fit', 'Main material: 100% Cotton , 320GSM (Bio-Washed &amp; Pre-Shrunk for Minimum shrinkage)', 'Actual Products color may vary with product due to monitor settings', 'Wash care: machine wash cold, tumble dry low, do not bleach. Check our size chart to get your best fit', 'Sleeve type: full sleeve sweatshirts, neck type: hooded sweatshirt, fitting type: regular fit hoodies, occasion: casual']",Yellow,1
Maniac,Men's Regular Fit T-Shirt,4.0 out of 5 stars,367,https://www.amazon.in/Maniac-Cotton-T-Shirt-MEN-SS18-THUMB-RING-BLACK-DGREY-07-M-Medium/dp/B07B2WLLV1/ref=sxin_5_ac_d_rm?ac_md=5-4-dC1zaGlydCBmdWxsIHNsZWV2ZSBmb3IgbWVuIHN0eWxpc2g%3D-ac_d_rm&cv_ct_cx=t-shirt&dchild=1&keywords=t-shirt&pd_rd_i=B07B2WLLV1&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=Q4REO&pd_rd_wg=9lmwB&pf_rd_p=66a0eddc-0d01-4352-8c36-110e50afc8ce&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-5-fe323411-17bb-433b-b2f8-c44f2e1370d4,743 ratings,"[""Care Instructions: Don't Bleach"", 'Fit Type: Slim Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Camouflage', 'Sleeve Type: Full Sleeve']",Black,1
Van Heusen Athleisure,Men's Solid Regular Fit T-Shirt,4.2 out of 5 stars,549,https://www.amazon.in/Van-Heusen-Athleisure-60001_Scarlet-Sage_Medium/dp/B07R8VB2WN/ref=sxin_6?ascsubtag=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&creativeASIN=B07R8VB2WN&cv_ct_cx=t-shirt&cv_ct_id=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_wn=osp-single-source&dchild=1&keywords=t-shirt&linkCode=oas&pd_rd_i=B07R8VB2WN&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=huIdf&pd_rd_wg=9lmwB&pf_rd_p=94a4c71b-9f6e-4f39-83a7-d4ddda318e55&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-1-32235bf8-c8dc-423d-b49a-58af94d8b862&tag=htlifestyle-21,524 ratings,"['Care Instructions: machine wash', 'Fit Type: Regular Fit', 'Disclaimer: Product comes in assorted prints. Actual colours and prints might vary from the image shown here', 'V-neck', 'Regular fit', 'Half sleeve', 'Machine wash cold', 'Made in India']",Scarlet Sage,1
Jockey,Men's Cotton T-Shirt,4.3 out of 5 stars,438,https://www.amazon.in/Jockey-Mens-T-Shirt-8901326104316_2726_Charcoal-Melange_M/dp/B012SU4028/ref=sxin_6?ascsubtag=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&creativeASIN=B012SU4028&cv_ct_cx=t-shirt&cv_ct_id=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_wn=osp-single-source&dchild=1&keywords=t-shirt&linkCode=oas&pd_rd_i=B012SU4028&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=huIdf&pd_rd_wg=9lmwB&pf_rd_p=94a4c71b-9f6e-4f39-83a7-d4ddda318e55&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-2-32235bf8-c8dc-423d-b49a-58af94d8b862&tag=htlifestyle-21,3051 ratings,"['Collection: 24 x 7; Style no: 2726', '20% Polyester,80% Cotton', 'Premium Combed Cotton rich fabric', 'Modern fit', 'Ribbed V-neck prevents sagging', 'Authentic Jockey logo label', 'To be worn as loungewear, leisurewear, sportswear and innerwear', 'Plus size available from size XXL onwards']",Charcoal Melange,1
US Polo Association,Men's Solid Regular Fit T-Shirt,3.9 out of 5 stars,499,https://www.amazon.in/U-S-Polo-Assn-Regular-I638-195-PL_Navy_Large/dp/B0793HHL9W/ref=sxin_6?ascsubtag=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&creativeASIN=B0793HHL9W&cv_ct_cx=t-shirt&cv_ct_id=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_wn=osp-single-source&dchild=1&keywords=t-shirt&linkCode=oas&pd_rd_i=B0793HHL9W&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=huIdf&pd_rd_wg=9lmwB&pf_rd_p=94a4c71b-9f6e-4f39-83a7-d4ddda318e55&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-3-32235bf8-c8dc-423d-b49a-58af94d8b862&tag=htlifestyle-21,694 ratings,"['Care Instructions: Machine wash cold', 'Fit Type: regular fit', '100% Cotton', 'Regular fit', 'Solid', 'V-neck', 'Half sleeve', 'Authentic USPA logo contrast embroidery', 'Regular comfort fit', 'Machine wash cold']",Navy,1
Chromozome,Men's Cotton T-Shirt,3.9 out of 5 stars,191,https://www.amazon.in/Chromozome-Mens-T-Shirt-8902733371377_OS2_Small_Rose-Pink/dp/B073X11WKS/ref=sxin_6?ascsubtag=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&creativeASIN=B073X11WKS&cv_ct_cx=t-shirt&cv_ct_id=amzn1.osa.bed6efbd-50ae-4734-a952-63a33c98a449.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_wn=osp-single-source&dchild=1&keywords=t-shirt&linkCode=oas&pd_rd_i=B073X11WKS&pd_rd_r=6fe64e00-31ad-4070-ac1a-ca70a987ea96&pd_rd_w=huIdf&pd_rd_wg=9lmwB&pf_rd_p=94a4c71b-9f6e-4f39-83a7-d4ddda318e55&pf_rd_r=ZN633NHYXJETT24WPYMT&psc=1&qid=1594056503&sr=1-4-32235bf8-c8dc-423d-b49a-58af94d8b862&tag=htlifestyle-21,459 ratings,"['Care Instructions: Reverse and machine wash 40 degree centigrade, tumble dry medium, do not Iron on print, wash dark color separately', 'Fit Type: regular fit', 'Stylish V Neck Tee made from 100% Premium Compact Cotton Knit Fabric with Metal Button Detailing', 'Designed to be used as Casualwear or Sportswear', 'Fit Type : Regular Fit', 'Available in a variety of trendy colours', 'Reverse &amp; Machine wash 40° C, Tumble dry Medium, Do not IRON on print/Embroidery, wash dark color separately. Made in India.']",Rose Pink,1
Chromozome,Men's Plain Regular Fit T-Shirt (Pack of 3),3.9 out of 5 stars,499,https://www.amazon.in/Chromozome-Regular-T-Shirt-OS-10_White-Grey_L/dp/B07CQMYL95/ref=sr_1_6?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-6,3692 ratings,"['Product 1: 100% Cotton', 'Product 1: Regular fit', 'Product 1: Designed to be used as casualwear or sportswear', 'Product 1: Round neck with short sleeve', 'Product 2: 100% cotton', 'Product 2: Casual wear', 'Product 2: Round neck', 'Product 2: Half sleeve']","White, Black, Grey",1
HILGAR,Men's Regular Fit T-Shirt,3.0 out of 5 stars,179,https://www.amazon.in/Ghantababajika-Polyester-Printed-T-Shirt-KFHLIFE146WM_White_Medium/dp/B076H4JMPF/ref=sr_1_7?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-7,598 ratings,"['Care Instructions: Machine-wash', 'Fit Type: Regular Fit', 'Type: Half Sleeve. Fit Type: Regular Fit. It features a comfy fit, incredible appearance and eye-catching scenario', 'Colour and fabric: multi colored soft and comfy pique fabric which is unique mingle of 100% Micro Polyester Dry Fit. its Dry Fit fabric is ultra-soft, breathable and lightweight', 'This Regular Fit Round Neck t-shirt is ideal for all seasons and accurate to wear anywhere such as in the workplace, classroom, tennis or basketball court', 'Care guide: Fully Machine or Hand Wash and Wash in Hot/Cold water as you wish', 'Note:- Please follow the size chart given in last image']",Shiv-White,1
Scott International,Men's Regular Fit T-Shirt (Pack of 3),3.4 out of 5 stars,499,https://www.amazon.in/Scott-International-Regular-T-Shirt-SS20-3RN-BU-GR-CH-XL_Multicolored_X-Large/dp/B084L927MC/ref=sr_1_8?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-8,522 ratings,"['Care Instructions: Do Not Bleach. Wash with similar colours. Machine wash cold', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']",Multi-Coloured,1
Leotude,Men's Cotton Printed Premium T-Shirt Half Sleeve Black Maroon Colour,3.7 out of 5 stars,379,https://www.amazon.in/Leotude-Mens-Regular-T-Shirt-26_BLKMRN_XL_Black_X-Large/dp/B083ZYG8DC/ref=sr_1_9?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-9,79 ratings,"['Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Printed', 'Sleeve Type: Half Sleeve']",Black,1
EYEBOGLER,Men's Regular Fit T-Shirt,3.3 out of 5 stars,499,https://www.amazon.in/EYEBOGLER-Regular-M-EBT305-AS10YLDNWH-Striper10-Yellow-Dark-Navy-White/dp/B07ZB3GMKX/ref=sr_1_11?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-11,99 ratings,"['Care Instructions: Ragular Machine Wash', 'Fit Type: Regular Fit', 'Fabric: Cotton 60% ; Polyester 40%', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Full Sleeve']",Auto Striper10-Yellow-Dark Navy-White,1
EYEBOGLER,Solid Men's Shawl Collar Regular Fit T-Shirt,3.5 out of 5 stars,299,https://www.amazon.in/Seven-Rocks-T-Shirt-M-Cun-Wm_Wine-Melange_Medium/dp/B073FKXQ9H/ref=sr_1_14?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-14,2600 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', 'Color: Wine Melange', 'Regular fit', 'Long sleeve', 'Shawl Collar', 'Machine wash']",Wine Melange,1
KIPA,Plain Dry Fit Round Neck T-Shirt,3.0 out of 5 stars,60,https://www.amazon.in/KIPA-Plain-Round-Neck-T-Shirt/dp/B0893WBFWK/ref=sr_1_15?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-15,70 ratings,"['Care Instructions: Machine Wash &amp; Do not Hot water wash', 'Fit Type: Regular Fit', 'To be worn as loungewear, leisurewear, sportswear and innerwear', 'Washable: Hand-Wash and it is even machine washable, so you just need to toss it in the washing machine and relax.', 'A perfect blend of imported fabric and durability with 100% Polyester. Soft and breathable fabric, lightweight and printed round neck t-shirt', 'Made in India', 'Ideal for a day of biking, hiking, running and any other of your favorite sports or daily wear. Quick-dry fabric with superior breathability helps keep you cool and dry.']",Maroon,1
EYEBOGLER,Regular Men's Solid T-Shirt,3.6 out of 5 stars,499,https://www.amazon.in/%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%B7%E0%A5%8B%E0%A4%82-Seven-%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A4%BE%E0%A4%87%E0%A4%B2-%E0%A4%9F%E0%A5%80-%E0%A4%B6%E0%A4%B0%E0%A5%8D%E0%A4%9F-%E0%A4%AC%E0%A5%8D%E0%A4%B2%E0%A5%82_XL/dp/B07B8J4HXV/ref=sr_1_16?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-16,3578 ratings,"['Care Instructions: Machine wash', 'Fit Type: regular fit', 'Refer Size chart to get dimensionally accurate size']",Navy Blue,1
Fashion Gallery,Fashion Gallery Men's Regular Fit T-Shirt,3.8 out of 5 stars,375,https://www.amazon.in/Fashion-Gallery-Cotton-Regular-T-shirt/dp/B07QGJMHG5/ref=sr_1_17?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-17,867 ratings,"['Care Instructions: Gentle Machine Wash', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Hood', 'Pattern: Solid', 'Sleeve Type: Full Sleeve']",Black,1
AELOMART,Men's Regular Fit T-Shirt,3.8 out of 5 stars,449,https://www.amazon.in/AELOMART-Mens-Cotton-Shirt-Amtshirt1021m-M_Maroon_Medium/dp/B07SGMKMZF/ref=sr_1_18?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-18,562 ratings,"['Care Instructions: Wash separately', 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Sleeve Type: Half Sleeve']",Maroon,1
Black Collection,Men's Plain Slim Fit Half Sleeves T-Shirt,3.7 out of 5 stars,509,https://www.amazon.in/Black-Collection-Plain-T-Shirt-BCSA0002_Black_M/dp/B00WQO2DGC/ref=sr_1_19?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-19,775 ratings,"['Care Instructions: Machine wash', 'Fit Type: slim fit', 'Material: Cotton Blended', 'Fit Type: Slim Fit', 'Neck Style: Full Zip', 'Double Flap Collar', 'Brand: Black Collection']",Black,1
London Hills,Men's Regular Fit T-Shirt (Pack of 4),3.9 out of 5 stars,999,https://www.amazon.in/London-Hills-Solid-Sleeve-T-Shirts/dp/B07FL8XJ62/ref=sr_1_20?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-20,543 ratings,"['Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Neck Style: Round Neck', 'Pattern: Striped', 'Sleeve Type: Half Sleeve']","Maroon,Dark Green,Dark Blue,Grey",1
ADRO,Men's Regular Fit T-Shirt,4.0 out of 5 stars,399,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A080479422MPLRESOML4L&url=%2FADRO-Motivation-Workout-Printed-Rnrsto_Black_XL%2Fdp%2FB01L063HCK%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-21-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_mtf,106 ratings,"['Care Instructions: Machine wash cold , Do not bleach , Tumble dry low, Warm iron , Do not dry clean', 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Pattern: Printed', 'Sleeve Type: Half Sleeve']",Black,1
PrintOctopus,Men's & Women's Regular Fit T-Shirt,4.1 out of 5 stars,498,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A047448537EKDO4LKORED&url=%2FGraphic-Printed-T-Shirt-Tshirt-Mahadev%2Fdp%2FB07F5V23P1%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-22-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_mtf,84 ratings,"[""Care Instructions: Ensure washing the tee in cold water, don't iron directly on the print and don't dry in direct sunlight. Instructions are printed on the neck label for your convenience."", 'Fit Type: Regular Fit', 'Fabric: Cotton', 'Neck Style: Round Neck', 'Pattern: Solid']",Black,1
BULLMER,Mens Halfsleeve Round Neck Printed Cotton Tshirt - Combo Tshirt - Pack of 3,2.7 out of 5 stars,698,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03525411OC53JOVR79GH&url=%2FBULLMER-%25E0%25A4%25AA%25E0%25A5%2581%25E0%25A4%25B0%25E0%25A5%2581%25E0%25A4%25B7%25E0%25A5%258B%25E0%25A4%2582-%25E0%25A4%25B9%25E0%25A4%25BE%25E0%25A4%25AB%25E0%25A4%25B8%25E0%25A5%258D%25E0%25A4%25B2%25E0%25A5%2580%25E0%25A4%25B5-%25E0%25A4%25AA%25E0%25A5%258D%25E0%25A4%25B0%25E0%25A4%25BF%25E0%25A4%2582%25E0%25A4%259F%25E0%25A5%2587%25E0%25A4%25A1-%25E0%25A4%259F%25E0%25A5%2580-%25E0%25A4%25B6%25E0%25A4%25B0%25E0%25A5%258D%25E0%25A4%259F%2Fdp%2FB0892SLGPH%2Fref%3Dsr_1_23_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-23-spons%26psc%3D1&qualifier=1594464318&id=8266127733530203&widgetName=sp_mtf,5 ratings,"['Fit Type: Slim Fit', 'Premium quality printed cotton tshirt', 'cotton rich tshirt exclusively for casual occasions', 'The unique concept print gives a stylish outlook']",Multicolored,1
PrintOctopus,Men Regular Fit T-Shirt,4.2 out of 5 stars,398,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04702291HOSF37JUBGLK&url=%2FGraphic-Printed-T-Shirt-Playerunknowns-Battlegrounds%2Fdp%2FB07F7G19TV%2Fref%3Dsr_1_24_sspa%3Fdchild%3D1%26keywords%3Dt-shirt%26qid%3D1594056503%26sr%3D8-24-spons%26psc%3D1%26smid%3DA2OL4QYHZRJQUC&qualifier=1594464318&id=8266127733530203&widgetName=sp_mtf,85 ratings,"[""Care Instructions: Ensure washing the tee in cold water, don't iron directly on the print and don't dry in direct sunlight. Instructions are printed on the neck label for your convenience."", 'Fit Type: Regular Fit', 'Fabric: 100% Cotton', 'Style: Regular', 'Neck Style: Round Neck', 'Sleeve Type: Half Sleeve']",Winner Black,1
AMERICAN CREW,Men's Polo Collar Half Sleeve T-Shirt,3.8 out of 5 stars,599,https://www.amazon.in/AMERICAN-CREW-Applique-White-T-Shirt/dp/B00O102L8Y/ref=sr_1_25?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-25,3406 ratings,"['Care Instructions: Machine wash cold, Tumble dry low, Wash Clothes Inside Out With Similar Color.', 'Fit Type: Regular Fit', 'Regular Fit Half Sleeve Polo is made of comfortable, Bio Washed cotton-poly pique fabric, a three-button placket, and ribbed cuffs for a classic look.', 'Fabric Composition - Cotton 60% Poly 40% Blend, Bio Wash Pique Fabric.', 'Pattern - Solid Color Men’s Polo T-Shirt, Rib Collar &amp; Sleeve for Amazing Fit.', 'Classic ""American Crew"" Signature Polo with Logo Embroidery on Chest.', '“Made In India” by Socially Compliant MSME Factory. All Components Used to make this T-Shirt are Proudly ""Made in India"".']",White,1
Jockey,Men's Regular Fit T-Shirt,4.3 out of 5 stars,436,https://www.amazon.in/Jockey-2714-0105-BLACK-Black-T-Shirt-2714-0105-BLACK_Black_L/dp/B012SSWU2C/ref=sr_1_26?dchild=1&keywords=t-shirt&qid=1594056503&sr=8-26,2781 ratings,"['Product comes in assorted prints. actual colors and prints might vary for the image shown on the website', 'Collection: 24 x 7 ; style no: 2714', '80% cotton &amp; 20% poly', 'Premium combed cotton rich fabric', 'Modern fit', 'Ribbed crew-neck prevents sagging', 'Authentic jockey logo label', 'To be worn as loungewear leisurewear', 'Sportswear and innerwear', 'Plus size available from size XXL onwards']",Black,1
