Brand Name,Shirt Name,Rating,Price,link,No. of ratings,Colour,Sleeve,Neck,Material,Fit Type,PG
Shein,Men Ink Ombre Tee,3.833333333333333,856,https://www.shein.in/Men-Ink-Ombre-Tee-p-720204-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,248,Multicolor,Summer,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Colorblock Hooded Tank Top,4.083333333333334,750,https://www.shein.in/Men-Colorblock-Hooded-Tank-Top-p-1031910-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,179,Multicolor,Sleeveless,Hooded,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Zebra Striped Flocked Mesh Top,4.0,750,https://www.shein.in/Men-Zebra-Striped-Flocked-Mesh-Top-p-1095391-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,38,Black,Regular Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Rainbow Patched Striped Tee,4.0,641,https://www.shein.in/Men-Rainbow-Patched-Striped-Tee-p-989203-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,240,Black and White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Tribal Print Ringer Tank Top,4.166666666666667,532,https://www.shein.in/Men-Tribal-Print-Ringer-Tank-Top-p-1088994-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,86,Multicolor,Sleeveless,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Rose Print Tee,3.916666666666667,716,https://www.shein.in/Men-Rose-Print-Tee-p-762370-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,216,White,Summer,Round Neck,Cotton,Regular Fit,Shein
Shein,Men Lightning Print Dip Hem Tee,4.0,633,https://www.shein.in/Men-Lightning-Print-Dip-Hem-Tee-p-1262183-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,740,White,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Tropical Print Tee,3.916666666666667,840,https://www.shein.in/Men-Tropical-Print-Tee-p-718323-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,55,Black,Short Sleeve,Round Neck,"94% Polyester, 6% Spandex",Regular Fit,Shein
Shein,SHEIN Men Slogan Graphic Colorblock Tee,4.0,896,https://www.shein.in/Men-Slogan-Graphic-Colorblock-Tee-p-721694-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,292,Black and White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Cuffed Sleeve Planet Print Top,4.0,811,https://www.shein.in/Men-Cuffed-Sleeve-Planet-Print-Top-p-713178-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,863,Coral Pink,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Raglan Sleeve Hoodie Tee,3.916666666666667,888,https://www.shein.in/Men-Raglan-Sleeve-Hoodie-Tee-p-659556-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,314,White,Short Sleeve,Hooded,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Cartoon Print Top,4.0,999,https://www.shein.in/Men-Cartoon-Print-Top-p-709858-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1296,Coral Pink,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Plants Print Tank Top,3.916666666666667,706,https://www.shein.in/Men-Plants-Print-Tank-Top-p-990880-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,136,Army Green,Sleeveless,Round Neck,"42% Cotton, 58% Polyester",Regular Fit,Shein
Shein,SHEIN Men Camo Print Tee,4.083333333333334,705,https://www.shein.in/Men-Camo-Print-Tee-p-1076646-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,146,Multicolor,Short Sleeve,Round Neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter Graphic Top,3.916666666666667,728,https://www.shein.in/Men-Letter-Graphic-Top-p-1184324-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,62,Black,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,Men Graphic Print Round Neck Tee,4.0,776,https://www.shein.in/Men-Graphic-Print-Round-Neck-Tee-p-833405-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,889,Black,Short Sleeve,Round Neck,"58% Cotton, 42% Polyester",Regular Fit,Shein
Shein,Men 2 In 1 Ripped Detail Tee,3.916666666666667,1563,https://www.shein.in/Men-2-In-1-Ripped-Detail-Tee-p-580644-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,18,Multicolor,Long Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Neon Yellow Letter Graphic Top,4.0,999,https://www.shein.in/Men-Neon-Yellow-Letter-Graphic-Top-p-900096-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,98,"Yellow, Bright",Long Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Graphic Print Tee,4.166666666666667,804,https://www.shein.in/Men-Graphic-Print-Tee-p-1089149-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,18,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Eagle Print Top,4.083333333333334,704,https://www.shein.in/Men-Striped-Eagle-Print-Top-p-981369-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1330,Navy Blue,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Neck Slogan Graphic Tee,4.0,703,https://www.shein.in/Men-Striped-Neck-Slogan-Graphic-Tee-p-970646-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,78,White,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,SHEIN Men Striped Print Tee,4.0,783,https://www.shein.in/Men-Striped-Print-Tee-p-759128-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,821,White,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Contrast Striped Tank Top,4.083333333333334,609,https://www.shein.in/Men-Contrast-Striped-Tank-Top-p-1053904-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,155,Black,Sleeveless,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Slogan Patched Detail Top,3.916666666666667,532,https://www.shein.in/Men-Slogan-Patched-Detail-Top-p-789383-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,3404,Black,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Letter Print Tee,3.916666666666667,1380,https://www.shein.in/Men-Letter-Print-Tee-p-588523-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,265,Dusty Pink,Long Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Print Ringer Tee,3.916666666666667,563,https://www.shein.in/Men-Striped-Print-Ringer-Tee-p-1060147-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,995,White,Short Sleeve,Round Neck,"93% Polyester, 7% Spandex",Regular Fit,Shein
Shein,Men Raglan Sleeve Ruched Tee,4.0,952,https://www.shein.in/Men-Raglan-Sleeve-Ruched-Tee-p-818539-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,2391,Black,Long Sleeve,Round Neck,"10% Cotton, 90% Polyester",Regular Fit,Shein
Shein,SHEIN Men Letter Graphic Striped Tee,4.0,661,https://www.shein.in/Men-Letter-Graphic-Striped-Tee-p-1068502-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1043,Multicolor,Short Sleeve,Round Neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Short Sleeve Striped Tee,4.083333333333334,569,https://www.shein.in/Men-Short-Sleeve-Striped-Tee-p-1028141-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,706,Pink,Short Sleeve,Round Neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Short Sleeve Tee,4.0,762,https://www.shein.in/Men-Striped-Short-Sleeve-Tee-p-478824-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1051,Mustard Yellow,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Striped Neck Letter Graphic Metallic Tee,4.0,528,https://www.shein.in/Men-Striped-Neck-Letter-Graphic-Metallic-Tee-p-889185-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,586,Grey,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Tunic Ringer Tee,4.0,1022,https://www.shein.in/Men-Tunic-Ringer-Tee-p-666852-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,467,Dark Green,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Two Tone Feather Print Top,4.083333333333334,787,https://www.shein.in/Men-Two-Tone-Feather-Print-Top-p-1020020-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,353,Black and White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Solid Basic Tee 2pcs,3.833333333333333,1077,https://www.shein.in/Men-Solid-Basic-Tee-2pcs-p-732970-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1280,Black and White,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Contrast Tribal Trim Pocket Patched Top,4.083333333333334,747,https://www.shein.in/Men-Contrast-Tribal-Trim-Pocket-Patched-Top-p-989236-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,86,White,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Cut-and-sew Letter & Striped T-shirt,3.916666666666667,835,https://www.shein.in/Men-Cut-and-sew-Letter-Striped-T-shirt-p-734130-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,484,Multicolor,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Tie Dye Floral Flocked Mesh Top,3.916666666666667,527,https://www.shein.in/Men-Tie-Dye-Floral-Flocked-Mesh-Top-p-974365-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,547,Multicolor,Short Sleeve,Round Neck,"92% Rayon, 8% Spandex",Regular Fit,Shein
Shein,Men 3D Geometric Print Tee,3.916666666666667,834,https://www.shein.in/Men-3D-Geometric-Print-Tee-p-693775-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,866,Black,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Letter Graphic Tee,4.0,828,https://www.shein.in/Men-Letter-Graphic-Tee-p-929530-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,64,White,Long Sleeve,Round Neck,"33% Rayon, 61% Polyester, 6% Spandex",Regular Fit,Shein
Shein,Men Dog Print Tee,4.083333333333334,824,https://www.shein.in/Men-Dog-Print-Tee-p-667384-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,1345,Black,Short Sleeve,Round Neck,100% Rayon,Regular Fit,Shein
Shein,SHEIN Men Patched Detail Tie Dye Tank Top,4.083333333333334,524,https://www.shein.in/Men-Patched-Detail-Tie-Dye-Tank-Top-p-1113905-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,76,Multicolor,Sleeveless,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Letter Graphic Tank Top,4.0,665,https://www.shein.in/Men-Letter-Graphic-Tank-Top-p-1044573-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,110,White,Sleeveless,Round Neck,"97% Cotton, 3% Spandex",Regular Fit,Shein
Shein,Men Rose Print Curved Hem Tee,3.833333333333333,633,https://www.shein.in/Men-Rose-Print-Curved-Hem-Tee-p-837273-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,944,Black,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Figure Print Tee,4.083333333333334,807,https://www.shein.in/Men-Figure-Print-Tee-p-867543-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,152,Black,Long Sleeve,Round Neck,"60% Cotton, 33% Polyester, 7% Spandex",Regular Fit,Shein
Shein,SHEIN Men Pocket Patch Coconut Tree Print Tee,4.083333333333334,693,https://www.shein.in/Men-Pocket-Patch-Coconut-Tree-Print-Tee-p-737725-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,917,Black and White,Short Sleeve,Round Neck,"94% Polyester, 6% Spandex",Regular Fit,Shein
Shein,SHEIN Men Leopard Print Colorblock Tee,4.083333333333334,1095,https://www.shein.in/Men-Leopard-Print-Colorblock-Tee-p-919973-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,72,Multicolor,Long Sleeve,Round Neck,"60% Cotton, 32% Polyester, 8% Spandex",Regular Fit,Shein
Shein,SHEIN Men Slogan Embroidery Tie Dye Patched Back Top,4.083333333333334,999,https://www.shein.in/Men-Slogan-Embroidery-Tie-Dye-Patched-Back-Top-p-947524-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,27,Black,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,SHEIN Men Banana Print Tee,4.083333333333334,703,https://www.shein.in/Men-Banana-Print-Tee-p-935179-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,180,Baby Blue,Short Sleeve,Round Neck,"92% Polyester, 8% Spandex",Regular Fit,Shein
Shein,Men Ink Ombre Tee,3.833333333333333,856,https://www.shein.in/Men-Ink-Ombre-Tee-p-720204-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,248,Multicolor,Short Sleeve,Round Neck,Polyester,Regular Fit,Shein
Shein,SHEIN Men Colorblock Hooded Tank Top,4.083333333333334,750,https://www.shein.in/Men-Colorblock-Hooded-Tank-Top-p-1031910-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,179,Multicolor,Short Sleeve,Hooded,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Zebra Striped Flocked Mesh Top,4.0,750,https://www.shein.in/Men-Zebra-Striped-Flocked-Mesh-Top-p-1095391-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,38,Black,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Rainbow Patched Striped Tee,4.0,641,https://www.shein.in/Men-Rainbow-Patched-Striped-Tee-p-989203-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,240,Black and White,Short Sleeve,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Tribal Print Ringer Tank Top,4.166666666666667,532,https://www.shein.in/Men-Tribal-Print-Ringer-Tank-Top-p-1088994-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,86,Multicolor,Sleeveless,Round Neck,"95% Polyester, 5% Spandex",Regular Fit,Shein
Shein,Men Rose Print Tee,3.916666666666667,716,https://www.shein.in/Men-Rose-Print-Tee-p-762370-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,216,White,Short Sleeve,Round Neck,Cotton,Regular Fit,Shein
Shein,Men Lightning Print Dip Hem Tee,4.0,633,https://www.shein.in/Men-Lightning-Print-Dip-Hem-Tee-p-1262183-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,740,White,Short Sleeve,Round Neck,100% Polyester,Regular Fit,Shein
Shein,SHEIN Men Short Sleeve Striped Top,4.083333333333334,999,https://www.shein.in/Men-Short-Sleeve-Striped-Top-p-651862-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,925,White,Short Sleeve,Round Neck,100% Cotton,Regular Fit,Shein
Shein,SHEIN Men Letter Inside Anchor Print Top,4.083333333333334,999,https://www.shein.in/Men-Letter-Inside-Anchor-Print-Top-p-687738-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,575,Black,Short Sleeve,Round Neck,"95% Cotton, 5% Spandex",Regular Fit,Shein
Shein,SHEIN Men Greek Fret Print Tee,3.916666666666667,759,https://www.shein.in/Men-Greek-Fret-Print-Tee-p-688620-cat-1980.html?scici=Search~~SuggestionCategorySearch~~1~~t%20shirts%20in%20Men-T-Shirts-_-Tanks~~~~0~~0,103,Black and White,Short Sleeve,Round Neck,"90% Polyester, 10% Spandex",Regular Fit,Shein
